0.000000000000000000e+00,0.000000000000000000e+00
1.220703125000000000e-04,0.000000000000000000e+00
2.770423889160156250e-04,0.000000000000000000e+00
3.840923309326171875e-04,0.000000000000000000e+00
4.799365997314453125e-04,0.000000000000000000e+00
5.729198455810546875e-04,0.000000000000000000e+00
6.649494171142578125e-04,0.000000000000000000e+00
7.560253143310546875e-04,0.000000000000000000e+00
8.828639984130859375e-04,0.000000000000000000e+00
9.670257568359375000e-04,0.000000000000000000e+00
5.994899272918701172e-01,0.000000000000000000e+00
6.073429584503173828e-01,0.000000000000000000e+00
6.195728778839111328e-01,0.000000000000000000e+00
6.275670528411865234e-01,-3.069952486055776975e-01
6.397778987884521484e-01,0.000000000000000000e+00
6.479480266571044922e-01,0.000000000000000000e+00
6.602499485015869141e-01,0.000000000000000000e+00
6.684260368347167969e-01,0.000000000000000000e+00
6.807270050048828125e-01,0.000000000000000000e+00
6.891629695892333984e-01,0.000000000000000000e+00
7.015478610992431641e-01,0.000000000000000000e+00
7.097570896148681641e-01,0.000000000000000000e+00
7.219469547271728516e-01,0.000000000000000000e+00
7.302250862121582031e-01,0.000000000000000000e+00
7.425270080566406250e-01,3.069952486055776975e-01
7.507109642028808594e-01,0.000000000000000000e+00
7.630140781402587891e-01,0.000000000000000000e+00
7.709629535675048828e-01,0.000000000000000000e+00
7.833969593048095703e-01,3.069952486055776975e-01
7.915489673614501953e-01,0.000000000000000000e+00
8.038570880889892578e-01,0.000000000000000000e+00
8.120369911193847656e-01,0.000000000000000000e+00
8.242778778076171875e-01,0.000000000000000000e+00
8.326098918914794922e-01,0.000000000000000000e+00
8.449320793151855469e-01,0.000000000000000000e+00
8.530929088592529297e-01,0.000000000000000000e+00
8.654139041900634766e-01,0.000000000000000000e+00
8.733808994293212891e-01,3.069952486055776975e-01
8.859028816223144531e-01,0.000000000000000000e+00
8.980588912963867188e-01,0.000000000000000000e+00
9.063689708709716797e-01,0.000000000000000000e+00
9.184930324554443359e-01,0.000000000000000000e+00
9.266099929809570312e-01,3.069952486055776975e-01
9.389879703521728516e-01,0.000000000000000000e+00
9.472398757934570312e-01,0.000000000000000000e+00
9.595570564270019531e-01,0.000000000000000000e+00
9.676940441131591797e-01,0.000000000000000000e+00
9.799809455871582031e-01,3.069952486055776975e-01
9.882838726043701172e-01,0.000000000000000000e+00
1.000526905059814453e+00,0.000000000000000000e+00
1.008750915527343750e+00,0.000000000000000000e+00
1.021064996719360352e+00,0.000000000000000000e+00
1.029295921325683594e+00,0.000000000000000000e+00
1.041543006896972656e+00,0.000000000000000000e+00
1.049635887145996094e+00,0.000000000000000000e+00
1.062005043029785156e+00,0.000000000000000000e+00
1.070203065872192383e+00,0.000000000000000000e+00
1.082290887832641602e+00,0.000000000000000000e+00
1.090697050094604492e+00,0.000000000000000000e+00
1.102933883666992188e+00,0.000000000000000000e+00
1.111181020736694336e+00,0.000000000000000000e+00
1.123467922210693359e+00,0.000000000000000000e+00
1.131705999374389648e+00,0.000000000000000000e+00
1.143972873687744141e+00,0.000000000000000000e+00
1.151957988739013672e+00,3.069952486055776975e-01
1.164412021636962891e+00,0.000000000000000000e+00
1.172497987747192383e+00,0.000000000000000000e+00
1.184895992279052734e+00,0.000000000000000000e+00
1.193089008331298828e+00,0.000000000000000000e+00
1.205117940902709961e+00,0.000000000000000000e+00
1.213568925857543945e+00,0.000000000000000000e+00
1.225826978683471680e+00,0.000000000000000000e+00
1.234045028686523438e+00,0.000000000000000000e+00
1.246342897415161133e+00,0.000000000000000000e+00
1.254545927047729492e+00,0.000000000000000000e+00
1.266838073730468750e+00,0.000000000000000000e+00
1.274808883666992188e+00,0.000000000000000000e+00
1.287314891815185547e+00,0.000000000000000000e+00
1.295465946197509766e+00,0.000000000000000000e+00
1.307676076889038086e+00,0.000000000000000000e+00
1.315908908843994141e+00,0.000000000000000000e+00
1.328156948089599609e+00,0.000000000000000000e+00
1.336394071578979492e+00,0.000000000000000000e+00
1.348569869995117188e+00,0.000000000000000000e+00
1.356883049011230469e+00,0.000000000000000000e+00
1.369148969650268555e+00,0.000000000000000000e+00
1.377436876296997070e+00,0.000000000000000000e+00
1.389719009399414062e+00,0.000000000000000000e+00
1.397861957550048828e+00,0.000000000000000000e+00
1.410186052322387695e+00,0.000000000000000000e+00
1.418313026428222656e+00,0.000000000000000000e+00
1.430526971817016602e+00,0.000000000000000000e+00
1.438858985900878906e+00,0.000000000000000000e+00
1.451126098632812500e+00,0.000000000000000000e+00
1.459263086318969727e+00,0.000000000000000000e+00
1.471616983413696289e+00,0.000000000000000000e+00
1.479811906814575195e+00,0.000000000000000000e+00
